metric,success_mean,failure_mean,success_median,failure_median,delta_failure_minus_success,mannwhitney_p
total_steps,13.571428571428571,23.53846153846154,13.0,22.0,9.967032967032969,0.15127860341020255
tool_entropy,2.940398758246371,2.5579686183157593,2.8150724101159437,2.3685225277282065,-0.3824301399306118,0.06670608388060338
phase_entropy,2.0203249267151553,1.6158935441796758,1.9677822970022136,1.6411537317874583,-0.4044313825354795,0.0006077615957697413
observation_bytes,41560.42857142857,80215.46153846153,36697.0,75094.0,38655.03296703296,0.42531236603146494
repeated_action_ratio,0.37505102040816324,0.3660915113120442,0.3142857142857143,0.3,-0.008959509096119034,0.5767985327715093
error_rate,0.11505161505161506,0.5328974277604415,0.07692307692307693,0.7,0.4178458127088264,0.0067159190928800065
