baseline,wave_id,time,operator_id,state_id,region_id,policy_before,policy_after,dynamic_hotness_before,dynamic_hotness_after,materialization_bytes,movement_byte_hop,cache_hit
flat_sequential,0,0.0,O_debate_r0_a0,S_task,R_0_0,replicate,replicate,0.0,350.0,4000,4000,False
flat_sequential,0,0.0,O_debate_r0_a0,S_document,R_0_0,replicate,replicate,0.0,350.0,4000,4000,False
flat_sequential,0,0.0,O_debate_r0_a0,S_rubric,R_0_0,replicate,replicate,0.0,350.0,4000,4000,False
flat_sequential,0,0.0,O_debate_r0_a0,S_role_instruction,R_0_0,replicate,replicate,0.0,350.0,4000,4000,False
flat_sequential,0,0.0,O_debate_r0_a0,S_round_0_stance_0,R_0_0,inline,inline,0.0,155.75,1780,1780,False
flat_sequential,1,8.940003202778126,O_debate_r0_a1,S_task,R_0_0,replicate,replicate,350.0,577.5,4000,4000,False
flat_sequential,1,8.940003202778126,O_debate_r0_a1,S_document,R_0_0,replicate,replicate,350.0,577.5,4000,4000,False
flat_sequential,1,8.940003202778126,O_debate_r0_a1,S_rubric,R_0_0,replicate,replicate,350.0,577.5,4000,4000,False
flat_sequential,1,8.940003202778126,O_debate_r0_a1,S_role_instruction,R_0_0,replicate,replicate,350.0,577.5,4000,4000,False
flat_sequential,1,8.940003202778126,O_debate_r0_a1,S_round_0_stance_1,R_0_0,inline,inline,0.0,138.6,1584,1584,False
flat_sequential,2,17.782006405525628,O_debate_r0_a2,S_task,R_0_0,replicate,replicate,577.5,725.375,4000,4000,False
flat_sequential,2,17.782006405525628,O_debate_r0_a2,S_document,R_0_0,replicate,replicate,577.5,725.375,4000,4000,False
flat_sequential,2,17.782006405525628,O_debate_r0_a2,S_rubric,R_0_0,replicate,replicate,577.5,725.375,4000,4000,False
flat_sequential,2,17.782006405525628,O_debate_r0_a2,S_role_instruction,R_0_0,replicate,replicate,577.5,725.375,4000,4000,False
flat_sequential,2,17.782006405525628,O_debate_r0_a2,S_round_0_stance_2,R_0_0,inline,inline,0.0,142.79999999999998,1632,1632,False
flat_sequential,3,26.64800960828063,O_debate_r0_a3,S_task,R_0_0,replicate,replicate,725.375,821.4937500000001,4000,4000,False
flat_sequential,3,26.64800960828063,O_debate_r0_a3,S_document,R_0_0,replicate,replicate,725.375,821.4937500000001,4000,4000,False
flat_sequential,3,26.64800960828063,O_debate_r0_a3,S_rubric,R_0_0,replicate,replicate,725.375,821.4937500000001,4000,4000,False
flat_sequential,3,26.64800960828063,O_debate_r0_a3,S_role_instruction,R_0_0,replicate,replicate,725.375,821.4937500000001,4000,4000,False
flat_sequential,3,26.64800960828063,O_debate_r0_a3,S_round_0_stance_3,R_0_0,inline,inline,0.0,108.14999999999999,1236,1236,False
flat_sequential,4,35.31601281097376,O_transcript_r0,S_debate_r0_a0,R_0_0,inline,inline,0.0,58.239999999999995,832,832,False
flat_sequential,4,35.31601281097376,O_transcript_r0,S_debate_r0_a1,R_0_0,inline,inline,0.0,79.8,1140,1140,False
flat_sequential,4,35.31601281097376,O_transcript_r0,S_debate_r0_a2,R_0_0,inline,inline,0.0,62.99999999999999,900,900,False
flat_sequential,4,35.31601281097376,O_transcript_r0,S_debate_r0_a3,R_0_0,inline,inline,0.0,60.760000000000005,868,868,False
flat_sequential,5,35.46601601155813,O_debate_r1_a0,S_task,R_0_0,replicate,replicate,821.4937500000001,883.9709375000001,4000,4000,False
flat_sequential,5,35.46601601155813,O_debate_r1_a0,S_document,R_0_0,replicate,replicate,821.4937500000001,883.9709375000001,4000,4000,False
flat_sequential,5,35.46601601155813,O_debate_r1_a0,S_rubric,R_0_0,replicate,replicate,821.4937500000001,883.9709375000001,4000,4000,False
flat_sequential,5,35.46601601155813,O_debate_r1_a0,S_role_instruction,R_0_0,replicate,replicate,821.4937500000001,883.9709375000001,4000,4000,False
flat_sequential,5,35.46601601155813,O_debate_r1_a0,S_round_1_stance_0,R_0_0,inline,inline,0.0,134.04999999999998,1532,1532,False
flat_sequential,5,35.46601601155813,O_debate_r1_a0,S_transcript_r0,R_0_0,replicate,replicate,0.0,327.25,3740,3740,False
flat_sequential,6,46.15201921488188,O_debate_r1_a1,S_task,R_0_0,replicate,replicate,883.9709375000001,924.5811093750001,4000,4000,False
flat_sequential,6,46.15201921488188,O_debate_r1_a1,S_document,R_0_0,replicate,replicate,883.9709375000001,924.5811093750001,4000,4000,False
flat_sequential,6,46.15201921488188,O_debate_r1_a1,S_rubric,R_0_0,replicate,replicate,883.9709375000001,924.5811093750001,4000,4000,False
flat_sequential,6,46.15201921488188,O_debate_r1_a1,S_role_instruction,R_0_0,replicate,replicate,883.9709375000001,924.5811093750001,4000,4000,False
flat_sequential,6,46.15201921488188,O_debate_r1_a1,S_round_1_stance_1,R_0_0,inline,inline,0.0,139.64999999999998,1596,1596,False
flat_sequential,6,46.15201921488188,O_debate_r1_a1,S_transcript_r0,R_0_0,replicate,replicate,327.25,539.9625,3740,3740,False
flat_sequential,7,56.87002241821563,O_debate_r1_a2,S_task,R_0_0,replicate,replicate,924.5811093750001,950.9777210937501,4000,4000,False
flat_sequential,7,56.87002241821563,O_debate_r1_a2,S_document,R_0_0,replicate,replicate,924.5811093750001,950.9777210937501,4000,4000,False
flat_sequential,7,56.87002241821563,O_debate_r1_a2,S_rubric,R_0_0,replicate,replicate,924.5811093750001,950.9777210937501,4000,4000,False
flat_sequential,7,56.87002241821563,O_debate_r1_a2,S_role_instruction,R_0_0,replicate,replicate,924.5811093750001,950.9777210937501,4000,4000,False
flat_sequential,7,56.87002241821563,O_debate_r1_a2,S_round_1_stance_2,R_0_0,inline,inline,0.0,153.29999999999998,1752,1752,False
flat_sequential,7,56.87002241821563,O_debate_r1_a2,S_transcript_r0,R_0_0,replicate,replicate,539.9625,678.225625,3740,3740,False
flat_sequential,8,67.66602562157377,O_debate_r1_a3,S_task,R_0_0,replicate,replicate,950.9777210937501,968.1355187109376,4000,4000,False
flat_sequential,8,67.66602562157377,O_debate_r1_a3,S_document,R_0_0,replicate,replicate,950.9777210937501,968.1355187109376,4000,4000,False
flat_sequential,8,67.66602562157377,O_debate_r1_a3,S_rubric,R_0_0,replicate,replicate,950.9777210937501,968.1355187109376,4000,4000,False
flat_sequential,8,67.66602562157377,O_debate_r1_a3,S_role_instruction,R_0_0,replicate,replicate,950.9777210937501,968.1355187109376,4000,4000,False
flat_sequential,8,67.66602562157377,O_debate_r1_a3,S_round_1_stance_3,R_0_0,inline,inline,0.0,135.45,1548,1548,False
flat_sequential,8,67.66602562157377,O_debate_r1_a3,S_transcript_r0,R_0_0,replicate,replicate,678.225625,768.09665625,3740,3740,False
flat_sequential,9,78.36002882490001,O_transcript_r1,S_debate_r1_a0,R_0_0,inline,inline,0.0,83.72,1196,1196,False
flat_sequential,9,78.36002882490001,O_transcript_r1,S_debate_r1_a1,R_0_0,inline,inline,0.0,88.19999999999999,1260,1260,False
flat_sequential,9,78.36002882490001,O_transcript_r1,S_debate_r1_a2,R_0_0,inline,inline,0.0,52.92,756,756,False
flat_sequential,9,78.36002882490001,O_transcript_r1,S_debate_r1_a3,R_0_0,inline,inline,0.0,52.08,744,744,False
flat_sequential,10,78.51003202551814,O_judge,S_task,R_0_0,replicate,replicate,968.1355187109376,1399.2880871621096,4000,4000,False
flat_sequential,10,78.51003202551814,O_judge,S_rubric,R_0_0,replicate,replicate,968.1355187109376,1399.2880871621096,4000,4000,False
flat_sequential,10,78.51003202551814,O_judge,S_transcript_r1,R_0_0,inline,inline,0.0,761.53,3956,3956,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a0,S_task,R_0_0,replicate,replicate,1399.2880871621096,1259.5372566553713,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a0,S_document,R_0_0,replicate,replicate,968.1355187109376,979.2880871621095,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a0,S_rubric,R_0_0,replicate,replicate,1399.2880871621096,1259.5372566553713,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a0,S_role_instruction,R_0_0,replicate,replicate,968.1355187109376,979.2880871621095,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a0,S_round_0_stance_0,R_0_0,inline,inline,155.75,256.9875,1780,1780,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a1,S_task,R_0_15,replicate,replicate,1259.5372566553713,1168.6992168259912,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a1,S_document,R_0_15,replicate,replicate,979.2880871621095,986.5372566553712,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a1,S_rubric,R_0_15,replicate,replicate,1259.5372566553713,1168.6992168259912,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a1,S_role_instruction,R_0_15,replicate,replicate,979.2880871621095,986.5372566553712,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a1,S_round_0_stance_1,R_0_15,inline,inline,138.6,228.69,1584,1584,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a2,S_task,R_15_0,replicate,replicate,1168.6992168259912,1109.6544909368945,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a2,S_document,R_15_0,replicate,replicate,986.5372566553712,991.2492168259913,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a2,S_rubric,R_15_0,replicate,replicate,1168.6992168259912,1109.6544909368945,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a2,S_role_instruction,R_15_0,replicate,replicate,986.5372566553712,991.2492168259913,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a2,S_round_0_stance_2,R_15_0,inline,inline,142.79999999999998,235.61999999999998,1632,1632,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a3,S_task,R_15_15,replicate,replicate,1109.6544909368945,1071.2754191089814,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a3,S_document,R_15_15,replicate,replicate,991.2492168259913,994.3119909368944,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a3,S_rubric,R_15_15,replicate,replicate,1109.6544909368945,1071.2754191089814,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a3,S_role_instruction,R_15_15,replicate,replicate,991.2492168259913,994.3119909368944,4000,4000,False
request_parallel_gpu_like,0,0.0,O_debate_r0_a3,S_round_0_stance_3,R_15_15,inline,inline,108.14999999999999,178.4475,1236,1236,False
request_parallel_gpu_like,1,8.940003210973751,O_transcript_r0,S_debate_r0_a0,R_0_0,inline,inline,58.239999999999995,96.09599999999999,832,832,False
request_parallel_gpu_like,1,8.940003210973751,O_transcript_r0,S_debate_r0_a1,R_0_0,inline,inline,79.8,131.67,1140,1140,False
request_parallel_gpu_like,1,8.940003210973751,O_transcript_r0,S_debate_r0_a2,R_0_0,inline,inline,62.99999999999999,103.94999999999999,900,900,False
request_parallel_gpu_like,1,8.940003210973751,O_transcript_r0,S_debate_r0_a3,R_0_0,inline,inline,60.760000000000005,100.25400000000002,868,868,False
request_parallel_gpu_like,2,9.090006411558127,O_debate_r1_a0,S_task,R_0_0,replicate,replicate,1071.2754191089814,1046.329022420838,0,0,True
request_parallel_gpu_like,2,9.090006411558127,O_debate_r1_a0,S_document,R_0_0,replicate,replicate,994.3119909368944,996.3027941089814,0,0,True
request_parallel_gpu_like,2,9.090006411558127,O_debate_r1_a0,S_rubric,R_0_0,replicate,replicate,1071.2754191089814,1046.329022420838,0,0,True
request_parallel_gpu_like,2,9.090006411558127,O_debate_r1_a0,S_role_instruction,R_0_0,replicate,replicate,994.3119909368944,996.3027941089814,0,0,True
request_parallel_gpu_like,2,9.090006411558127,O_debate_r1_a0,S_round_1_stance_0,R_0_0,inline,inline,134.04999999999998,221.18249999999998,1532,1532,False
