Wrote 10 real-trace policy results to agent_results/local_h100_long/wafer_replay/control_m0.1_c16
policy,effective_prefill_tokens,cache_hit_ratio,oracle_gap
nocache,44178,0.0,
lru-basic,36919,1.0,
lru-system,36919,1.0,
kvflow-like,40458,0.7560975609756098,
asg-retention-v2-graph-only,36919,1.0,
asg-retention-v2-online,36919,1.0,
asg-retention-v2-trace-stats,36919,1.0,
asg-retention-v2-oracle,36919,1.0,
asg-placement-v2-online,36919,1.0,
asg-prefetch-v2-online,36919,1.0,
