policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,prompt_reconstruction_quality,observation_compression_class,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,1,0.5,1081303,0.0,0.0,566812999680,577189000,0,0,0,0,0,0,0,3778,0,0,{},0,0,9.831718141472694
lru-basic,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,1,0.5,983792,0.09017916347221822,0.2668078348332451,515689152512,536433000,0,0,0,0,0,0,0,2770,519,489,"{""assistant_delta"": 6, ""file_context"": 3, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 4}",1,345,1.0
lru-system,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,1,0.5,983792,0.09017916347221822,0.2668078348332451,515689152512,536433000,0,0,0,0,0,0,0,2770,597,411,"{""assistant_delta"": 6, ""file_context"": 3, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 4}",1,345,1.0
kvflow-like,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,1,0.5,1032726,0.04492450312262153,0.16013763896241398,541344661504,563236000,0,0,0,0,0,0,0,3173,503,102,"{""failure_summary"": 1, ""file_context"": 4, ""system_prefix"": 3, ""task_prefix"": 4, ""test_failure_summary"": 6}",0,0,5.432026084593787
asg-retention-v2-graph-only,none,none,True,False,asg,message_history_full_history_risk,none,3,,0.0,1,0.5,972821,0.10032525573312934,0.1127580730545262,509937188864,530553000,0,0,0,0,0,0,0,3352,391,35,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.006340005434290372
asg-retention-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,1,0.5,972825,0.10032155649249097,0.11381683430386448,509939286016,530557000,0,0,0,0,0,0,0,3348,396,34,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.006702291459106965
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,message_history_full_history_risk,none,3,,0.0,1,0.5,972751,0.10038999244430102,0.11461090524086819,509900488704,530540000,0,0,0,0,0,0,0,3345,393,40,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,1,0.5,972825,0.10032155649249097,0.11381683430386448,509939286016,529245010,344963,1163919360,0,0,0,0,0,3348,396,34,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.006702291459106965
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,1,0.5,972825,0.10032155649249097,0.11381683430386448,509939286016,527762046,272025,536870912,0,523239424,1226960,817159,8,3348,413,17,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.006702291459106965
