policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1651962000,,,5.254358151095486e-07,4818392,0.0,0.0,935851458560,1397714000,0,0,0,0,0,0,0,6138,0,0,{},0,0,7.160259646592139
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1566173000,,,5.542171905657931e-07,4476744,0.07090498240906928,0.6710654936461388,756729511936,1329122000,0,0,0,0,0,0,0,2019,2303,1816,"{""agent_role"": 1, ""assistant_delta"": 1, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1}",2,375,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1566173000,,,5.542171905657931e-07,4476744,0.07090498240906928,0.6710654936461388,756729511936,1329122000,0,0,0,0,0,0,0,2019,3601,518,"{""agent_role"": 1, ""assistant_delta"": 1, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1}",2,375,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1608496000,,,5.3963454058947e-07,4722912,0.01981573935869063,0.42424242424242425,885792440320,1401513000,0,0,0,0,0,0,0,3534,2366,238,"{""agent_role"": 7, ""system_prefix"": 6, ""task_prefix"": 4}",0,0,5.438658492607285
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1583946000,,,5.47998479746153e-07,4421284,0.08241504634741215,0.7196155099380905,727652499456,1332246000,0,0,0,0,0,0,0,1721,3619,798,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""summary_state"": 2, ""system_prefix"": 62, ""task_prefix"": 62}",2,375,0.0
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1583946000,,,5.47998479746153e-07,4421284,0.08241504634741215,0.7196155099380905,727652499456,1332246000,0,0,0,0,0,0,0,1721,3800,617,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""summary_state"": 2, ""system_prefix"": 62, ""task_prefix"": 62}",2,375,0.0
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1583964000,,,5.479922523491696e-07,4421451,0.08238038748196497,0.7254806125773867,727740055552,1332282000,0,0,0,0,0,0,0,1685,3551,902,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""summary_state"": 2, ""system_prefix"": 62, ""task_prefix"": 62}",2,375,0.0030111792282726288
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1583946000,,,5.47998479746153e-07,4421284,0.08241504634741215,0.7196155099380905,727652499456,1332246000,0,0,0,0,0,0,0,1721,3594,823,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""summary_state"": 2, ""system_prefix"": 62, ""task_prefix"": 62}",2,375,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1565508780,,,5.544523359364359e-07,4421284,0.08241504634741215,0.7196155099380905,727652499456,1325459371,248109,5024776192,138412032,0,0,0,0,1721,3943,474,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""summary_state"": 2, ""system_prefix"": 62, ""task_prefix"": 62}",2,375,0.0
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,16,0.25,1565508780,,,5.544523359364359e-07,4421284,0.08241504634741215,0.7196155099380905,727652499456,1297713735,176329,4304928768,75497472,8901885952,33141484,1633862,46,1721,4029,388,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""summary_state"": 2, ""system_prefix"": 62, ""task_prefix"": 62}",2,375,0.0
