policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1092301000,,,3.8450939805053735e-07,2334123,0.0,0.0,454233686016,768022000,0,0,0,0,0,0,0,2970,0,0,{},0,0,2.7393512281065395
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1102027000,,,3.811158891751291e-07,2300557,0.014380561778449596,0.3228956228956229,436635435008,766118000,0,0,0,0,0,0,0,2011,337,622,"{""agent_role"": 1, ""file_context"": 1, ""task_prefix"": 1}",0,0,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1102027000,,,3.811158891751291e-07,2300557,0.014380561778449596,0.3228956228956229,436635435008,766118000,0,0,0,0,0,0,0,2011,744,215,"{""agent_role"": 1, ""file_context"": 1, ""task_prefix"": 1}",0,0,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1102143000,,,3.810757769182402e-07,2302385,0.0135973982519344,0.2915824915824916,437593833472,766314000,0,0,0,0,0,0,0,2104,810,56,"{""agent_role"": 1, ""file_context"": 1, ""task_prefix"": 1}",0,0,1.094724841952534
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1098467000,,,3.823510401313831e-07,2281259,0.022648335156287835,0.494949494949495,426517725184,756447000,0,0,0,0,0,0,0,1500,1354,116,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 30, ""task_prefix"": 30}",0,0,0.0
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1098467000,,,3.823510401313831e-07,2281259,0.022648335156287835,0.494949494949495,426517725184,756447000,0,0,0,0,0,0,0,1500,1350,120,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 30, ""task_prefix"": 30}",0,0,0.0
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1098467000,,,3.823510401313831e-07,2281259,0.022648335156287835,0.494949494949495,426517725184,756447000,0,0,0,0,0,0,0,1500,1350,120,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 30, ""task_prefix"": 30}",0,0,0.0
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1098467000,,,3.823510401313831e-07,2281259,0.022648335156287835,0.494949494949495,426517725184,756447000,0,0,0,0,0,0,0,1500,1337,133,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 30, ""task_prefix"": 30}",0,0,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1085897453,,,3.8677685341251097e-07,2281259,0.022648335156287835,0.494949494949495,426517725184,733952515,92360,1455423488,0,0,0,0,0,1500,1350,120,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 30, ""task_prefix"": 30}",0,0,0.0
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,16,0.05,1085897453,,,3.8677685341251097e-07,2281259,0.022648335156287835,0.494949494949495,426517725184,734157319,92360,1350565888,0,52428800,0,204804,0,1500,1358,112,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 30, ""task_prefix"": 30}",0,0,0.0
