policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,667041000,,,1.34924240039218e-07,44178,0.0,0.0,3805806592,31683000,0,0,0,0,0,0,0,410,0,0,{},0,0,
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,125,285,"{""agent_role"": 6, ""assistant_delta"": 12, ""edit_diff"": 6, ""file_context"": 2, ""system_prefix"": 6, ""task_prefix"": 6, ""tool_observation"": 5}",0,0,
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,290,120,"{""agent_role"": 6, ""assistant_delta"": 12, ""edit_diff"": 6, ""file_context"": 2, ""system_prefix"": 6, ""task_prefix"": 6, ""tool_observation"": 5}",0,0,
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,267,143,"{""agent_role"": 10, ""assistant_delta"": 1, ""edit_diff"": 20, ""file_context"": 30, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,287,123,"{""agent_role"": 10, ""assistant_delta"": 2, ""edit_diff"": 17, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,287,123,"{""agent_role"": 10, ""assistant_delta"": 2, ""edit_diff"": 17, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,287,123,"{""agent_role"": 10, ""assistant_delta"": 4, ""edit_diff"": 15, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,302,108,"{""agent_role"": 2, ""assistant_delta"": 10, ""edit_diff"": 5, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 5}",0,0,
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,666162517,,,1.3510216756911888e-07,36919,0.16431255375978993,1.0,0,25914844,1705640,1260388352,18874368,0,0,0,0,0,297,113,"{""agent_role"": 10, ""assistant_delta"": 2, ""edit_diff"": 17, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,16,0.5,666871130,,,1.349586088694528e-07,36919,0.16431255375978993,1.0,0,23126309,7909285,1638924288,0,2426404864,8486953,991250,53,0,301,109,"{""agent_role"": 10, ""assistant_delta"": 2, ""edit_diff"": 17, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
