baseline,wave_id,time,operator_id,state_id,region_id,policy_before,policy_after,dynamic_hotness_before,dynamic_hotness_after,materialization_bytes,movement_byte_hop,cache_hit,workflow
request_parallel_gpu_like,1,6.94000320847375,O_summarizer,S_expert_1_summary,R_0_0,inline,inline,199.5,329.175,1140,1140,False,mapreduce
request_parallel_gpu_like,1,6.94000320847375,O_summarizer,S_expert_2_summary,R_0_0,inline,inline,157.5,259.875,900,900,False,mapreduce
request_parallel_gpu_like,1,6.94000320847375,O_summarizer,S_expert_3_summary,R_0_0,inline,inline,151.89999999999998,250.63499999999996,868,868,False,mapreduce
prefix_cache_like,0,0.0,O_expert_0,S_task,R_0_0,replicate,replicate,1377.1474285303711,1245.145828544741,4000,4000,False,mapreduce
prefix_cache_like,0,0.0,O_expert_0,S_document,R_0_0,replicate,replicate,968.1355187109376,979.2880871621095,4000,4000,False,mapreduce
prefix_cache_like,0,0.0,O_expert_0,S_rubric,R_0_0,replicate,replicate,1377.1474285303711,1245.145828544741,4000,4000,False,mapreduce
prefix_cache_like,0,0.0,O_expert_0,S_unique_expert_0,R_0_0,inline,inline,256.9875,322.791875,1780,1780,False,mapreduce
prefix_cache_like,0,0.0,O_expert_1,S_task,R_0_15,replicate,replicate,1245.145828544741,1159.3447885540818,0,0,True,mapreduce
prefix_cache_like,0,0.0,O_expert_1,S_document,R_0_15,replicate,replicate,979.2880871621095,986.5372566553712,0,0,True,mapreduce
prefix_cache_like,0,0.0,O_expert_1,S_rubric,R_0_15,replicate,replicate,1245.145828544741,1159.3447885540818,0,0,True,mapreduce
prefix_cache_like,0,0.0,O_expert_1,S_unique_expert_1,R_0_15,inline,inline,228.69,287.24850000000004,1584,1584,False,mapreduce
prefix_cache_like,0,0.0,O_expert_2,S_task,R_15_0,replicate,replicate,1159.3447885540818,1103.574112560153,0,0,True,mapreduce
prefix_cache_like,0,0.0,O_expert_2,S_document,R_15_0,replicate,replicate,986.5372566553712,991.2492168259913,0,0,True,mapreduce
prefix_cache_like,0,0.0,O_expert_2,S_rubric,R_15_0,replicate,replicate,1159.3447885540818,1103.574112560153,0,0,True,mapreduce
