policy,prediction_mode,num_traces,concurrency,memory_budget,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,oracle_gap
nocache,heuristic,1,1,0.5,2660,0.0,0.0,1354760192,3420000,0,0,0,0,0,0,0,16,0,0,{},0,
lru-basic,heuristic,1,1,0.5,76,0.9714285714285714,1.0,0,836000,0,0,0,0,0,0,0,0,11,5,"{""agent_role"": 1, ""assistant_delta"": 2, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
lru-system,heuristic,1,1,0.5,76,0.9714285714285714,1.0,0,836000,0,0,0,0,0,0,0,0,11,5,"{""agent_role"": 1, ""assistant_delta"": 2, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
kvflow-like,heuristic,1,1,0.5,76,0.9714285714285714,1.0,0,836000,0,0,0,0,0,0,0,0,11,5,"{""agent_role"": 1, ""assistant_delta"": 2, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
asg-retention-v2-online,heuristic,1,1,0.5,76,0.9714285714285714,1.0,0,836000,0,0,0,0,0,0,0,0,11,5,"{""agent_role"": 1, ""assistant_delta"": 3, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
asg-retention-v2-oracle,oracle,1,1,0.5,76,0.9714285714285714,1.0,0,836000,0,0,0,0,0,0,0,0,11,5,"{""agent_role"": 1, ""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
asg-placement-v2-online,heuristic,1,1,0.5,76,0.9714285714285714,1.0,0,836000,360452,109051904,0,0,0,0,0,0,11,5,"{""agent_role"": 1, ""assistant_delta"": 3, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
asg-prefetch-v2-online,heuristic,1,1,0.5,76,0.9714285714285714,1.0,0,836000,294915,41943040,0,50331648,196610,0,0,0,14,2,"{""agent_role"": 1, ""assistant_delta"": 3, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""test_failure_summary"": 1}",3,
