policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,737795000,,,5.63842259706287e-07,436792,0.0,0.0,55663132672,222967000,0,0,0,0,0,0,0,2805,0,0,{},0,0,
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,888,1917,"{""agent_role"": 6, ""assistant_delta"": 41, ""edit_diff"": 6, ""file_context"": 15, ""system_prefix"": 6, ""task_prefix"": 6, ""test_failure_summary"": 6, ""tool_observation"": 5}",4,587,
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1514,1291,"{""agent_role"": 6, ""assistant_delta"": 41, ""edit_diff"": 6, ""file_context"": 15, ""system_prefix"": 6, ""task_prefix"": 6, ""test_failure_summary"": 6, ""tool_observation"": 5}",4,587,
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,721205000,,,5.76812418105809e-07,358897,0.17833431015220058,0.7811051693404635,14823718912,205841000,0,0,0,0,0,0,0,614,1434,757,"{""agent_role"": 52, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 11}",7,1048,
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1627,1178,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 26, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 12, ""tool_observation"": 1}",6,935,
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1627,1178,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 24, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",1,159,
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1151,1654,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 38, ""file_context"": 24, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",1,159,
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1304,1501,"{""agent_role"": 2, ""assistant_delta"": 33, ""edit_diff"": 6, ""file_context"": 10, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 5, ""tool_observation"": 4}",3,450,
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,722436756,,,5.758289518702175e-07,330623,0.24306534918221945,1.0,0,122730687,16886812,34023145472,88080384,0,0,0,0,0,1679,1126,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 24, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",1,159,
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,1,2.0,720890743,,,5.770638672218323e-07,330623,0.24306534918221945,1.0,0,134707966,14475035,16223567872,6291456,14830534656,20576120,37381130,175,0,1994,811,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 24, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",1,159,
