policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,prompt_reconstruction_quality,observation_compression_class,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,8,2.0,1081303,0.0,0.0,566812999680,577189000,0,0,0,0,0,0,0,3778,0,0,{},0,0,33.14927234927235
lru-basic,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,8,2.0,694708,0.3575269836484316,0.4565907887771308,364125880320,421458000,0,0,0,0,0,0,0,2053,1023,702,"{""assistant_delta"": 5, ""failure_summary"": 1, ""file_context"": 8, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 1}",3,2485,1.0
lru-system,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,8,2.0,694708,0.3575269836484316,0.4565907887771308,364125880320,421458000,0,0,0,0,0,0,0,2053,1101,624,"{""assistant_delta"": 5, ""failure_summary"": 1, ""file_context"": 8, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 1}",3,2485,1.0
kvflow-like,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,8,2.0,779248,0.2793435327563134,0.22657490735839067,408449187840,469425000,0,0,0,0,0,0,0,2922,751,105,"{""failure_summary"": 1, ""file_context"": 5, ""system_prefix"": 3, ""task_prefix"": 4, ""test_failure_summary"": 7, ""tool_observation"": 1}",2,3311,8.030353430353431
asg-retention-v2-graph-only,none,none,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,2.0,682916,0.3684323450503698,0.18793012175754367,357943476224,413783000,0,0,0,0,0,0,0,3068,606,104,"{""failure_summary"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 3}",2,2896,0.019376299376299377
asg-retention-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,2.0,682995,0.36835928504776183,0.19084171519322393,357984894976,413790000,0,0,0,0,0,0,0,3057,588,133,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",2,3145,0.025945945945945945
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,message_history_full_history_risk,none,3,,0.0,8,2.0,682683,0.3686478258175553,0.19084171519322393,357821317120,413720000,0,0,0,0,0,0,0,3057,593,128,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",2,3064,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,2.0,682995,0.36835928504776183,0.19084171519322393,357984894976,400875110,6511022,8543797248,0,0,0,0,0,3057,588,133,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",2,3145,0.025945945945945945
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,2.0,682995,0.36835928504776183,0.19084171519322393,357984894976,394436161,9975214,8658616320,0,5262802944,14477380,6080644,65,3057,585,136,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",2,3145,0.025945945945945945
