timestamp,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_pct,power_draw_w,server_pid,server_rss_kib,server_cpu_pct,metrics_endpoint_available,active_requests,request_throughput
1780409707.5186815,0,36599,81559,0,133.49,1034817,1434660,0.7,False,,
1780409707.5187504,1,36064,81559,38,133.93,1034817,1434660,0.7,False,,
1780409710.5978885,0,36599,81559,0,84.82,1034817,1434660,0.7,False,,
1780409710.5979488,1,36064,81559,0,84.26,1034817,1434660,0.7,False,,
1780409713.6760328,0,36599,81559,0,84.75,1034817,1434660,0.7,False,,
1780409713.6760697,1,36064,81559,0,83.93,1034817,1434660,0.7,False,,
1780409716.7522702,0,36599,81559,0,84.39,1034817,1434660,0.7,False,,
1780409716.7523103,1,36064,81559,0,84.10,1034817,1434660,0.7,False,,
