baseline,arrival_rate_jobs_per_s,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,78.43883335590363,292.72041842341423,0.026856549084186554,1.1365674436092377,111.13860551267862,618.3988824486732,6.1839888244867325,0.00035687534880720023
ideal_next_use_cache,2.0,80.12274745851755,242.4956327304244,0.02531427890062332,9.91396140307188,107.18279425054789,636.9587276130915,6.369587276130915,0.04583735870565899
kvflow_like,2.0,78.87768186628819,236.34985368698835,0.024209730327129364,1.171858049929142,111.31336446851492,563.4005796164274,5.634005796164274,0.0003251317822810998
no_cache,2.0,79.35790903866291,237.22531832754612,0.03869831562042236,1.1432943865656853,113.57716098427773,566.888133995235,5.66888133995235,0.00032559535717948144
pat_like,2.0,79.12009954452515,235.39577145129442,0.024402514100074768,11.091909371316433,122.11290560662746,658.5472654551268,6.585472654551268,0.0004570427709855053
wafer_naive,2.0,80.38024324923754,235.6974696740508,0.023786909878253937,1.156148500740528,114.09921944141388,569.0599596127868,5.690599596127868,0.0003268427573194256
waferagent_full,2.0,78.42793501913548,240.41171930730343,0.03150012344121933,14.409511350095272,111.63553223013878,583.6422182619572,5.836422182619572,0.043322811513225847
apc_like,4.0,77.70863175392151,232.36896935850382,0.020874664187431335,1.1408450081944466,112.86475695669651,556.5865216776729,5.565865216776729,0.0003212525247459142
ideal_next_use_cache,4.0,80.95145039260387,243.1893926113844,0.02171192318201065,10.375723242759705,109.66754611581564,578.9918033406138,5.789918033406138,0.026265746058700003
kvflow_like,4.0,78.70184816420078,324.36441350728273,0.021657906472682953,1.200641505420208,113.64358011633158,654.7843031585217,6.5478430315852165,0.00037793065832716384
no_cache,4.0,77.14729756116867,233.47141314297915,0.03334786742925644,1.1163819581270218,114.9488016963005,555.1622239872813,5.551622239872813,0.0003188605154561477
pat_like,4.0,79.43757995963097,234.64884888380766,0.024409033358097076,11.12439390271902,121.92561849951744,581.6705180332065,5.816705180332065,0.0004059236182017113
wafer_naive,4.0,79.0038276463747,234.544706530869,0.022406689822673798,1.2065628543496132,117.64554027467966,567.7855685353279,5.677855685353279,0.0003261108037060609
waferagent_full,4.0,83.06972961872816,309.8333450034261,0.04585087299346924,14.552835375070572,114.1614681109786,665.5953014269471,6.655953014269471,0.03284883465569252
apc_like,8.0,78.70857790112495,313.14630154520273,0.021588057279586792,1.190480776131153,112.30334732681513,639.6337244659662,6.396337244659662,0.0003693949865446214
ideal_next_use_cache,8.0,80.73162939399481,243.1877888739109,0.01975521445274353,11.127239093184471,110.71108095347881,650.0031650066376,6.500031650066376,0.005435233976369954
kvflow_like,8.0,77.99022924154997,234.889124520123,0.021663494408130646,1.1663781479001045,111.21852602809668,559.075933881104,5.59075933881104,0.0003228964458479097
no_cache,8.0,78.23338732123375,234.9941385909915,0.019690953195095062,1.1466247960925102,114.85205683857203,559.8073834553361,5.598073834553361,0.0003215284886689536
pat_like,8.0,79.00878321379423,234.6037309616804,0.022032298147678375,11.284026317298412,122.85802606493235,646.9317320734262,6.4693173207342625,0.0004535377105355619
wafer_naive,8.0,80.08669130504131,237.3982034623623,0.028415583074092865,1.1850753799080849,116.22072476893663,575.0545924529433,5.750545924529433,0.0003302858080797139
waferagent_full,8.0,80.3020941093564,239.78031985461712,0.023324042558670044,14.963788911700249,114.20190334320068,587.3741479590535,5.873741479590535,0.004218417153056789
apc_like,16.0,77.40414142608643,231.6566575318575,0.028001144528388977,1.1480292305350304,111.45342327654362,552.4644162505865,5.524644162505865,0.0003194272634951291
ideal_next_use_cache,16.0,81.19564782828093,244.76206116378307,0.022130087018013,12.1359433978796,112.80169896781445,583.2001194357872,5.832001194357872,0.0020877651166214357
kvflow_like,16.0,78.75899691134691,312.0113145560026,0.02249889075756073,1.1958321556448936,112.74100933223963,636.4148072898388,6.364148072898388,0.0003679533656030754
no_cache,16.0,78.57771869748831,235.05594860762358,0.02153869718313217,1.149708405137062,118.85559465736151,563.8254135847092,5.638254135847092,0.0003238362666531408
pat_like,16.0,78.76819651573896,235.7992371544242,0.021309591829776764,11.683217249810696,122.83058557659388,583.5042241960764,5.835042241960764,0.00040918975199688763
wafer_naive,16.0,79.03469447046518,235.4105096310377,0.021906569600105286,1.185338944196701,116.2611274048686,569.579609669745,5.69579609669745,0.0003271412212239552
waferagent_full,16.0,78.1811298802495,308.6500531062484,0.024284236133098602,15.14787133783102,113.71130403131247,653.3236736431718,6.533236736431718,0.0029974177105853775
