mode,shared_prefix_tokens,private_tokens,num_agents,heads,head_dim,rep,latency_ms,memory_bytes_estimated,shared_read_bytes_estimated,read_byte_reduction_ratio,latency_speedup,oom,exact_merge,max_abs_error,device,dtype,is_outlier
cohort_attention,512,256,1,28,128,16,0.1148160025477409,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,17,0.1251839995384216,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,True
cohort_attention,512,256,1,28,128,18,0.1191679984331131,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,19,0.1151999980211258,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,20,0.1135040000081062,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,21,0.1133439987897872,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,22,0.1187200024724006,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,23,0.1162559986114502,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,24,0.1163199990987777,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,25,0.1145280003547668,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,26,0.1231679990887641,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,27,0.1162239983677864,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,28,0.1165440008044242,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,1,28,128,29,0.1152639985084533,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,0,0.1332480013370514,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,1,0.1376640051603317,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,2,0.1417279988527298,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,True
cohort_attention,512,256,2,28,128,3,0.1308159977197647,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,4,0.130400002002716,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,5,0.12848000228405,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,6,0.1303039938211441,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,7,0.1313280016183853,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,8,0.1324799954891204,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,9,0.1288000047206878,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,10,0.1285759955644607,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,11,0.1297599971294403,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,12,0.1281919926404953,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,13,0.1275839954614639,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,14,0.1288640052080154,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,15,0.1756159961223602,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,True
cohort_attention,512,256,2,28,128,16,0.1304959952831268,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,17,0.1298239976167678,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,18,0.1295360028743744,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
cohort_attention,512,256,2,28,128,19,0.1349119991064071,7340032,7340032,0.0,1.0,False,True,0.0,cuda:1,float16,False
