policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,667041000,,,1.34924240039218e-07,44178,0.0,0.0,3805806592,31683000,0,0,0,0,0,0,0,410,0,0,{},0,0,6.162861491628615
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666489000,,,1.3503598709055963e-07,40786,0.07678029788582552,0.6560975609756098,2027421696,29999000,0,0,0,0,0,0,0,141,176,93,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",0,0,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666489000,,,1.3503598709055963e-07,40786,0.07678029788582552,0.6560975609756098,2027421696,29999000,0,0,0,0,0,0,0,141,267,2,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",0,0,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666456000,,,1.350426734848212e-07,40668,0.07945131060708954,0.6585365853658537,1965555712,29850000,0,0,0,0,0,0,0,140,270,0,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",0,0,0.8203957382039574
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666370000,,,1.3506010174527664e-07,40129,0.09165195346099864,0.6585365853658537,1682964480,29555000,0,0,0,0,0,0,0,140,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0,0,0.0
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666370000,,,1.3506010174527664e-07,40129,0.09165195346099864,0.6585365853658537,1682964480,29555000,0,0,0,0,0,0,0,140,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0,0,0.0
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666370000,,,1.3506010174527664e-07,40129,0.09165195346099864,0.6585365853658537,1682964480,29555000,0,0,0,0,0,0,0,140,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0,0,0.0
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666370000,,,1.3506010174527664e-07,40129,0.09165195346099864,0.6585365853658537,1682964480,29555000,0,0,0,0,0,0,0,140,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0,0,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666417105,,,1.350505551624459e-07,40129,0.09165195346099864,0.6585365853658537,1682964480,28762318,276487,412090368,18874368,0,0,0,0,140,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0,0,0.0
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,2,0.02,666417105,,,1.350505551624459e-07,40129,0.09165195346099864,0.6585365853658537,1682964480,28633291,362505,412090368,18874368,55050240,215045,0,5,140,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0,0,0.0
